cell,true_label,cluster
B18.MAA000561.3_10_M.1.1,brain pericyte,6
B18.MAA000564.3_10_M.1.1,oligodendrocyte,17
B18.MAA000581.3_10_M.1.1,brain pericyte,6
B18.MAA000925.3_9_M.1.1,neuron,8
B18.MAA000926.3_9_M.1.1,oligodendrocyte,1
B18.MAA000942.3_8_M.1.1,oligodendrocyte,17
B18.MAA000944.3_9_M.1.1,endothelial cell,5
B19.B003275.3_38_F.1.1,endothelial cell,13
B19.B003728.3_56_F.1.1,astrocyte,14
B19.MAA000424.3_11_M.1.1,endothelial cell,5
B19.MAA000550.3_10_M.1.1,oligodendrocyte,17
B19.MAA000560.3_10_M.1.1,astrocyte,2
B19.MAA000561.3_10_M.1.1,brain pericyte,6
B19.MAA000564.3_10_M.1.1,oligodendrocyte,4
B19.MAA000581.3_10_M.1.1,brain pericyte,6
B19.MAA000923.3_9_M.1.1,oligodendrocyte,17
B19.MAA000926.3_9_M.1.1,oligodendrocyte,17
B19.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,0
B19.MAA000935.3_8_M.1.1,oligodendrocyte,17
B19.MAA000944.3_9_M.1.1,astrocyte,14
B19.MAA001894.3_39_F.1.1,oligodendrocyte,17
B2.B003290.3_38_F.1.1,endothelial cell,13
B2.B003728.3_56_F.1.1,astrocyte,10
B2.MAA000560.3_10_M.1.1,oligodendrocyte,17
B2.MAA000930.3_8_M.1.1,astrocyte,2
B2.MAA000932.3_11_M.1.1,endothelial cell,13
B2.MAA000935.3_8_M.1.1,oligodendrocyte,1
B2.MAA000941.3_8_M.1.1,oligodendrocyte,17
B2.MAA000942.3_8_M.1.1,oligodendrocyte,17
B2.MAA001845.3_39_F.1.1,endothelial cell,5
B2.MAA001854.3_38_F.1.1,neuron,11
B2.MAA001895.3_38_F.1.1,endothelial cell,5
B20.B003274.3_38_F.1.1,oligodendrocyte,1
B20.B003275.3_38_F.1.1,endothelial cell,13
B20.B003290.3_38_F.1.1,endothelial cell,12
B20.B003728.3_56_F.1.1,oligodendrocyte,17
B20.MAA000424.3_11_M.1.1,endothelial cell,13
B20.MAA000561.3_10_M.1.1,brain pericyte,6
B20.MAA000564.3_10_M.1.1,endothelial cell,13
B20.MAA000581.3_10_M.1.1,brain pericyte,6
B20.MAA000925.3_9_M.1.1,neuron,8
B20.MAA000930.3_8_M.1.1,endothelial cell,13
B20.MAA000932.3_11_M.1.1,endothelial cell,4
B20.MAA000944.3_9_M.1.1,astrocyte,2
B20.MAA001895.3_38_F.1.1,oligodendrocyte,16
B21.B003290.3_38_F.1.1,neuron,8
B21.B003728.3_56_F.1.1,oligodendrocyte,18
B21.MAA000560.3_10_M.1.1,neuron,9
B21.MAA000581.3_10_M.1.1,neuron,11
B21.MAA000925.3_9_M.1.1,astrocyte,2
B21.MAA000926.3_9_M.1.1,oligodendrocyte,17
B21.MAA000930.3_8_M.1.1,astrocyte,2
B21.MAA000941.3_8_M.1.1,oligodendrocyte,17
B21.MAA000944.3_9_M.1.1,oligodendrocyte,17
B22.B003275.3_38_F.1.1,endothelial cell,12
B22.B003290.3_38_F.1.1,neuron,19
B22.B003728.3_56_F.1.1,astrocyte,2
B22.MAA000564.3_10_M.1.1,oligodendrocyte,17
B22.MAA000581.3_10_M.1.1,endothelial cell,5
B22.MAA000925.3_9_M.1.1,astrocyte,14
B22.MAA000926.3_9_M.1.1,oligodendrocyte,17
B22.MAA000930.3_8_M.1.1,oligodendrocyte,17
B22.MAA000932.3_11_M.1.1,oligodendrocyte,1
B22.MAA000935.3_8_M.1.1,astrocyte,2
B22.MAA000940.3_8_M.1.1,oligodendrocyte,17
B22.MAA000944.3_9_M.1.1,endothelial cell,5
B22.MAA001895.3_38_F.1.1,oligodendrocyte,16
B3.B003277.3_39_F.1.1,oligodendrocyte,10
B3.MAA000550.3_10_M.1.1,oligodendrocyte,17
B3.MAA000560.3_10_M.1.1,astrocyte,2
B3.MAA000564.3_10_M.1.1,oligodendrocyte,17
B3.MAA000581.3_10_M.1.1,oligodendrocyte,17
B3.MAA000930.3_8_M.1.1,endothelial cell,13
B3.MAA000932.3_11_M.1.1,oligodendrocyte,10
B3.MAA000935.3_8_M.1.1,astrocyte,2
B3.MAA001856.3_39_F.1.1,Bergmann glial cell,15
B3.MAA001894.3_39_F.1.1,oligodendrocyte,1
B3.MAA001895.3_38_F.1.1,brain pericyte,6
B4.B003275.3_38_F.1.1,brain pericyte,6
B4.B003290.3_38_F.1.1,endothelial cell,5
B4.MAA000560.3_10_M.1.1,endothelial cell,3
B4.MAA000563.3_10_M.1.1,oligodendrocyte,17
B4.MAA000615.3_10_M.1.1,oligodendrocyte,17
B4.MAA000926.3_9_M.1.1,astrocyte,2
B4.MAA000930.3_8_M.1.1,astrocyte,2
B4.MAA000932.3_11_M.1.1,endothelial cell,12
B4.MAA000935.3_8_M.1.1,astrocyte,2
B4.MAA000941.3_8_M.1.1,astrocyte,14
B4.MAA000944.3_9_M.1.1,oligodendrocyte,17
B4.MAA001845.3_39_F.1.1,endothelial cell,13
B4.MAA001894.3_39_F.1.1,oligodendrocyte,17
B5.B003290.3_38_F.1.1,endothelial cell,13
B5.MAA000560.3_10_M.1.1,oligodendrocyte,17
B5.MAA000564.3_10_M.1.1,oligodendrocyte,1
B5.MAA000581.3_10_M.1.1,astrocyte,18
B5.MAA000641.3_9_M.1.1,oligodendrocyte,7
B5.MAA000923.3_9_M.1.1,oligodendrocyte,17
B5.MAA000926.3_9_M.1.1,astrocyte,2
B5.MAA000932.3_11_M.1.1,endothelial cell,13
B5.MAA000942.3_8_M.1.1,oligodendrocyte,17
B5.MAA000944.3_9_M.1.1,astrocyte,2
B5.MAA001845.3_39_F.1.1,endothelial cell,3
B5.MAA001894.3_39_F.1.1,oligodendrocyte,17
B5.MAA001895.3_38_F.1.1,endothelial cell,12
B6.MAA000560.3_10_M.1.1,oligodendrocyte,1
B6.MAA000564.3_10_M.1.1,Bergmann glial cell,6
B6.MAA000581.3_10_M.1.1,oligodendrocyte precursor cell,0
B6.MAA000926.3_9_M.1.1,astrocyte,2
B6.MAA000930.3_8_M.1.1,astrocyte,4
B6.MAA000932.3_11_M.1.1,endothelial cell,13
B6.MAA000941.3_8_M.1.1,oligodendrocyte,17
B6.MAA000944.3_9_M.1.1,oligodendrocyte,17
B6.MAA001845.3_39_F.1.1,endothelial cell,5
B6.MAA001895.3_38_F.1.1,endothelial cell,13
B7.B003274.3_38_F.1.1,astrocyte,9
B7.B003277.3_39_F.1.1,oligodendrocyte precursor cell,0
B7.B003290.3_38_F.1.1,endothelial cell,5
B7.MAA000560.3_10_M.1.1,astrocyte,2
B7.MAA000563.3_10_M.1.1,oligodendrocyte,17
B7.MAA000564.3_10_M.1.1,oligodendrocyte,17
B7.MAA000615.3_10_M.1.1,astrocyte,2
B7.MAA000926.3_9_M.1.1,oligodendrocyte,17
B7.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,0
B7.MAA000935.3_8_M.1.1,endothelial cell,13
B7.MAA000941.3_8_M.1.1,oligodendrocyte,17
B7.MAA000942.3_8_M.1.1,neuron,8
B7.MAA000944.3_9_M.1.1,astrocyte,2
B7.MAA001845.3_39_F.1.1,endothelial cell,13
B7.MAA001895.3_38_F.1.1,endothelial cell,5
