cell,label,UMAP1,UMAP2
D11.MAA000638.3_9_M.1.1,endothelial cell,1.570098,-1.9181432
D11.MAA000902.3_11_M.1.1,neuron,1.0917428,7.798462
D11.MAA000923.3_9_M.1.1,oligodendrocyte,14.329116,6.4392576
D11.MAA000926.3_9_M.1.1,oligodendrocyte,13.717626,7.6409106
D11.MAA000935.3_8_M.1.1,oligodendrocyte,14.322419,3.9387894
D11.MAA000942.3_8_M.1.1,oligodendrocyte,14.237401,1.5452943
D11.MAA001845.3_39_F.1.1,endothelial cell,-12.932054,3.114833
D12.B003290.3_38_F.1.1,endothelial cell,4.2774973,-0.33314955
D12.MAA000424.3_11_M.1.1,neuron,-4.4255867,8.440792
D12.MAA000560.3_10_M.1.1,oligodendrocyte,14.425591,5.068243
D12.MAA000561.3_10_M.1.1,neuron,-4.3981037,13.581154
D12.MAA000641.3_9_M.1.1,oligodendrocyte,14.117783,3.792876
D12.MAA000926.3_9_M.1.1,neuron,-3.2030346,12.030578
D12.MAA000941.3_8_M.1.1,oligodendrocyte,14.2962675,4.812043
D12.MAA000944.3_9_M.1.1,oligodendrocyte,12.438792,5.860892
D12.MAA001895.3_38_F.1.1,brain pericyte,-12.461328,4.2652555
D13.B000404.3_56_F.1.1,oligodendrocyte,13.046791,4.2984653
D13.B003275.3_38_F.1.1,endothelial cell,2.8771372,0.007346383
D13.B003728.3_56_F.1.1,oligodendrocyte,0.4527973,10.371352
D13.MAA000553.3_10_M.1.1,oligodendrocyte,13.784338,4.2731605
D13.MAA000615.3_10_M.1.1,neuron,-5.451837,13.611269
D13.MAA000638.3_9_M.1.1,oligodendrocyte,11.959854,7.1531787
D13.MAA000926.3_9_M.1.1,astrocyte,0.9059423,13.399577
D13.MAA000941.3_8_M.1.1,endothelial cell,3.4605412,-1.140752
D13.MAA000944.3_9_M.1.1,endothelial cell,2.3675418,-0.26701322
D14.B003275.3_38_F.1.1,endothelial cell,2.784187,-0.45250756
D14.B003290.3_38_F.1.1,endothelial cell,3.0449727,-1.3721786
D14.B003728.3_56_F.1.1,oligodendrocyte,0.5948556,11.749989
D14.MAA000560.3_10_M.1.1,oligodendrocyte,12.72783,8.204149
D14.MAA000581.3_10_M.1.1,endothelial cell,1.7511098,-1.443238
D14.MAA000615.3_10_M.1.1,endothelial cell,3.28071,-1.2897531
D14.MAA000926.3_9_M.1.1,endothelial cell,3.627462,-0.95537704
D14.MAA000930.3_8_M.1.1,endothelial cell,4.1397004,-1.7438512
D15.B003275.3_38_F.1.1,endothelial cell,3.4808433,-1.9524834
D15.MAA000550.3_10_M.1.1,oligodendrocyte,14.274986,3.275391
D15.MAA000560.3_10_M.1.1,oligodendrocyte,14.597609,5.5522633
D15.MAA000561.3_10_M.1.1,brain pericyte,-11.970691,3.752974
D15.MAA000581.3_10_M.1.1,endothelial cell,3.6623673,-0.8089207
D15.MAA000925.3_9_M.1.1,oligodendrocyte,13.921232,2.4161527
D15.MAA000926.3_9_M.1.1,endothelial cell,3.208179,-2.050158
D15.MAA000935.3_8_M.1.1,oligodendrocyte precursor cell,12.1859045,18.094406
D15.MAA000944.3_9_M.1.1,oligodendrocyte,14.800157,6.3215475
D15.MAA000947.3_9_M.1.1,oligodendrocyte,13.306913,4.8306103
D16.B000621.3_56_F.1.1,oligodendrocyte,13.051658,7.959534
D16.MAA000424.3_11_M.1.1,endothelial cell,4.653096,-1.2585658
D16.MAA000561.3_10_M.1.1,neuron,-3.3047085,11.905189
D16.MAA000581.3_10_M.1.1,endothelial cell,2.0728576,-1.3520498
D16.MAA000926.3_9_M.1.1,oligodendrocyte,15.422934,5.7519584
D16.MAA000944.3_9_M.1.1,oligodendrocyte,11.969781,5.32363
D16.MAA000947.3_9_M.1.1,oligodendrocyte,12.816638,5.9506063
D16.MAA001853.3_38_F.1.1,neuron,-3.406875,11.7590275
D16.MAA001895.3_38_F.1.1,brain pericyte,-12.788959,3.9760745
D17.B000621.3_56_F.1.1,oligodendrocyte,14.662738,5.9465923
D17.B001688.3_38_F.1.1,oligodendrocyte,13.810143,5.9267645
D17.B003275.3_38_F.1.1,endothelial cell,1.7837944,-2.261622
D17.B003290.3_38_F.1.1,brain pericyte,-12.809278,3.925718
D17.MAA000560.3_10_M.1.1,brain pericyte,-12.785479,3.3343916
D17.MAA000561.3_10_M.1.1,brain pericyte,-12.089792,3.1592448
D17.MAA000581.3_10_M.1.1,endothelial cell,2.7862825,-1.9061978
D17.MAA000902.3_11_M.1.1,oligodendrocyte,14.665663,3.782223
D17.MAA000923.3_9_M.1.1,endothelial cell,4.2841754,-1.9900413
D17.MAA000926.3_9_M.1.1,astrocyte,1.5562838,15.242102
D17.MAA000940.3_8_M.1.1,neuron,-4.80969,14.370491
D17.MAA000942.3_8_M.1.1,oligodendrocyte,14.390108,4.307702
D17.MAA000944.3_9_M.1.1,astrocyte,1.4524319,15.614339
D17.MAA001845.3_39_F.1.1,neuron,-3.821068,8.743097
D18.MAA000561.3_10_M.1.1,endothelial cell,2.9590073,-1.8864144
D18.MAA000581.3_10_M.1.1,neuron,-3.3897495,11.766466
D18.MAA000923.3_9_M.1.1,oligodendrocyte,14.333639,2.2696733
D18.MAA000926.3_9_M.1.1,oligodendrocyte,15.143255,6.413134
D18.MAA000928.3_9_M.1.1,oligodendrocyte,12.311607,5.760812
D18.MAA000935.3_8_M.1.1,astrocyte,1.210849,12.638936
D18.MAA000940.3_8_M.1.1,oligodendrocyte,13.698593,1.7436957
D18.MAA000944.3_9_M.1.1,oligodendrocyte,14.423113,7.1468563
D18.MAA001894.3_39_F.1.1,oligodendrocyte,12.359494,17.587084
D18.MAA001895.3_38_F.1.1,endothelial cell,4.2655063,-0.42257553
D19.B003290.3_38_F.1.1,neuron,-4.823877,14.073449
D19.MAA000553.3_10_M.1.1,astrocyte,1.3239708,15.035487
D19.MAA000560.3_10_M.1.1,oligodendrocyte,14.315853,4.185605
D19.MAA000561.3_10_M.1.1,endothelial cell,3.6872392,-1.3989396
D19.MAA000564.3_10_M.1.1,oligodendrocyte,13.800402,4.0857544
D19.MAA000581.3_10_M.1.1,endothelial cell,3.1425734,-0.6445282
D19.MAA000923.3_9_M.1.1,brain pericyte,-12.509251,3.9960592
D19.MAA000926.3_9_M.1.1,oligodendrocyte,13.469025,5.279839
D19.MAA000935.3_8_M.1.1,oligodendrocyte,13.8735695,7.4718328
D19.MAA000941.3_8_M.1.1,endothelial cell,2.6049998,-2.3372395
D19.MAA000944.3_9_M.1.1,oligodendrocyte,13.487205,3.2088356
D2.B003290.3_38_F.1.1,endothelial cell,2.7163734,-0.64541477
D2.B003728.3_56_F.1.1,oligodendrocyte,13.629365,3.9260879
D2.MAA000564.3_10_M.1.1,oligodendrocyte,13.078591,5.7464104
D2.MAA000615.3_10_M.1.1,oligodendrocyte precursor cell,12.423034,17.316364
D2.MAA000641.3_9_M.1.1,oligodendrocyte precursor cell,12.325647,17.645277
D2.MAA000923.3_9_M.1.1,astrocyte,1.571738,13.383347
D2.MAA000926.3_9_M.1.1,oligodendrocyte,15.1679,6.0893455
D2.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,12.184613,17.632494
D2.MAA000935.3_8_M.1.1,oligodendrocyte,11.851077,15.198166
D2.MAA000944.3_9_M.1.1,oligodendrocyte,0.40445983,11.192063
D20.B003275.3_38_F.1.1,oligodendrocyte,-1.0739595,8.562462
D20.MAA000560.3_10_M.1.1,astrocyte,1.443677,13.928561
D20.MAA000563.3_10_M.1.1,oligodendrocyte,11.802965,5.2720246
D20.MAA000578.3_10_M.1.1,oligodendrocyte precursor cell,10.015959,-1.1393735
D20.MAA000581.3_10_M.1.1,neuron,-3.9607937,8.921401
D20.MAA000926.3_9_M.1.1,oligodendrocyte,16.414057,4.994418
D20.MAA000930.3_8_M.1.1,oligodendrocyte,14.346852,4.3652415
D20.MAA000944.3_9_M.1.1,oligodendrocyte,14.790656,3.840091
D20.MAA000947.3_9_M.1.1,astrocyte,1.8802918,15.17972
D20.MAA001853.3_38_F.1.1,neuron,-3.8233185,8.875022
D20.MAA001895.3_38_F.1.1,endothelial cell,1.3556463,-1.722332
D21.B003275.3_38_F.1.1,endothelial cell,3.3760293,-0.4846291
D21.MAA000560.3_10_M.1.1,oligodendrocyte,13.915823,4.3151803
D21.MAA000561.3_10_M.1.1,endothelial cell,3.032496,-0.8190092
D21.MAA000578.3_10_M.1.1,astrocyte,1.5114396,12.477989
D21.MAA000930.3_8_M.1.1,oligodendrocyte,12.714478,5.280816
D21.MAA000932.3_11_M.1.1,oligodendrocyte,14.311521,6.0051823
D21.MAA000935.3_8_M.1.1,oligodendrocyte,11.866904,15.094109
D21.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,12.354996,18.207308
D22.B003275.3_38_F.1.1,endothelial cell,3.3468168,-0.06713036
D22.B003290.3_38_F.1.1,neuron,-4.6747108,14.150179
D22.MAA000561.3_10_M.1.1,neuron,-2.8151283,12.070812
D22.MAA000563.3_10_M.1.1,oligodendrocyte,13.197977,5.672484
D22.MAA000578.3_10_M.1.1,oligodendrocyte,12.741824,6.0213523
D22.MAA000926.3_9_M.1.1,neuron,-3.612573,12.216461
D22.MAA000930.3_8_M.1.1,oligodendrocyte,14.3630705,5.573351
D22.MAA000935.3_8_M.1.1,oligodendrocyte,14.87572,4.0910635
D22.MAA000941.3_8_M.1.1,oligodendrocyte,12.901998,8.350767
D22.MAA000944.3_9_M.1.1,oligodendrocyte,13.267722,5.9468436
D3.B003290.3_38_F.1.1,endothelial cell,2.400225,-0.44332215
D3.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,12.658338,17.67568
D3.MAA000641.3_9_M.1.1,oligodendrocyte,-0.93188196,10.677083
D3.MAA000926.3_9_M.1.1,oligodendrocyte,-0.054719813,10.889635
D3.MAA000928.3_9_M.1.1,oligodendrocyte,15.307951,5.345074
D3.MAA000930.3_8_M.1.1,astrocyte,0.68668157,14.310717
D3.MAA000932.3_11_M.1.1,endothelial cell,4.633928,-0.41461566
D3.MAA000941.3_8_M.1.1,oligodendrocyte,13.939469,5.2423778
D3.MAA000944.3_9_M.1.1,oligodendrocyte,-0.07100822,10.983731
D3.MAA000947.3_9_M.1.1,astrocyte,0.8348706,11.901346
D3.MAA001845.3_39_F.1.1,endothelial cell,2.8828897,-0.12305292
D3.MAA001895.3_38_F.1.1,endothelial cell,3.6129677,-0.2372628
D4.B003274.3_38_F.1.1,oligodendrocyte,12.571794,6.7370725
D4.B003290.3_38_F.1.1,endothelial cell,2.313224,-0.18968436
D4.MAA000550.3_10_M.1.1,oligodendrocyte,13.828979,7.238651
D4.MAA000560.3_10_M.1.1,astrocyte,0.9865712,14.8841715
D4.MAA000564.3_10_M.1.1,astrocyte,1.0574771,15.182682
D4.MAA000615.3_10_M.1.1,oligodendrocyte,15.310194,6.217333
D4.MAA000926.3_9_M.1.1,oligodendrocyte,14.346646,3.8678906
D4.MAA000935.3_8_M.1.1,oligodendrocyte,15.134945,5.5293713
D4.MAA000942.3_8_M.1.1,astrocyte,0.9705442,14.9206
D4.MAA000944.3_9_M.1.1,oligodendrocyte,14.170911,6.7915015
D4.MAA001845.3_39_F.1.1,endothelial cell,1.6256785,-1.465534
D4.MAA001894.3_39_F.1.1,oligodendrocyte,13.106872,8.350605
D4.MAA001895.3_38_F.1.1,endothelial cell,4.1853137,-1.0849336
D5.B003274.3_38_F.1.1,oligodendrocyte,12.840385,6.504949
D5.MAA000560.3_10_M.1.1,astrocyte,1.0033605,15.431838
D5.MAA000564.3_10_M.1.1,endothelial cell,2.9700658,-0.32004955
D5.MAA000578.3_10_M.1.1,Bergmann glial cell,2.4953992,11.505263
D5.MAA000615.3_10_M.1.1,oligodendrocyte,14.490295,3.6506593
D5.MAA000926.3_9_M.1.1,oligodendrocyte,0.34185675,10.631071
D5.MAA000932.3_11_M.1.1,endothelial cell,2.9564633,-2.1594572
D5.MAA000941.3_8_M.1.1,astrocyte,1.4989253,14.150111
D5.MAA000944.3_9_M.1.1,astrocyte,0.778401,12.98409
D5.MAA001845.3_39_F.1.1,endothelial cell,2.5730233,-0.2510085
D5.MAA001854.3_38_F.1.1,oligodendrocyte,-1.027672,10.416278
D6.B003275.3_38_F.1.1,endothelial cell,4.444587,-1.2140859
D6.MAA000563.3_10_M.1.1,oligodendrocyte precursor cell,12.679047,18.293747
D6.MAA000615.3_10_M.1.1,astrocyte,2.2080185,14.882831
D6.MAA000926.3_9_M.1.1,oligodendrocyte,14.844761,4.2482
D6.MAA000935.3_8_M.1.1,astrocyte,0.48940182,11.44382
D6.MAA000942.3_8_M.1.1,neuron,1.221013,7.2530103
D6.MAA000944.3_9_M.1.1,astrocyte,0.49637085,11.850305
D6.MAA000947.3_9_M.1.1,oligodendrocyte precursor cell,12.559092,18.431093
D6.MAA001894.3_39_F.1.1,endothelial cell,3.397351,-1.0404903
D7.B003275.3_38_F.1.1,endothelial cell,4.2695684,-1.2300876
D7.B003290.3_38_F.1.1,astrocyte,1.055401,12.548262
D7.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,12.022902,15.954532
D7.MAA000615.3_10_M.1.1,oligodendrocyte,14.421588,5.7860856
D7.MAA000638.3_9_M.1.1,neuron,-2.892745,9.28248
D7.MAA000926.3_9_M.1.1,oligodendrocyte,14.705772,5.426074
D7.MAA000932.3_11_M.1.1,endothelial cell,2.5145907,-2.4755573
D7.MAA000944.3_9_M.1.1,oligodendrocyte,14.592606,5.495373
D7.MAA001895.3_38_F.1.1,endothelial cell,3.0033548,-0.14349502
D8.MAA000560.3_10_M.1.1,oligodendrocyte,14.591464,5.3425016
D8.MAA000563.3_10_M.1.1,oligodendrocyte,12.666475,6.157823
D8.MAA000564.3_10_M.1.1,oligodendrocyte,13.148358,5.8433037
D8.MAA000615.3_10_M.1.1,oligodendrocyte,14.554901,3.031144
D8.MAA000923.3_9_M.1.1,oligodendrocyte,13.446236,3.7183619
D8.MAA000926.3_9_M.1.1,oligodendrocyte,14.072245,5.1884604
D8.MAA000928.3_9_M.1.1,oligodendrocyte,-1.0450319,10.720607
D8.MAA000941.3_8_M.1.1,oligodendrocyte,14.44335,2.6235044
D9.B003275.3_38_F.1.1,oligodendrocyte precursor cell,12.145817,17.423231
D9.B003290.3_38_F.1.1,endothelial cell,3.9122224,-1.5412962
D9.MAA000553.3_10_M.1.1,endothelial cell,1.5508598,-2.2527874
D9.MAA000560.3_10_M.1.1,oligodendrocyte,13.519027,3.419324
D9.MAA000615.3_10_M.1.1,oligodendrocyte,13.946236,6.8496094
D9.MAA000923.3_9_M.1.1,oligodendrocyte,14.471504,4.741343
D9.MAA000925.3_9_M.1.1,oligodendrocyte,13.631815,3.8350952
D9.MAA000926.3_9_M.1.1,astrocyte,0.98254794,13.34584
D9.MAA000928.3_9_M.1.1,Bergmann glial cell,1.8306129,11.812432
D9.MAA000935.3_8_M.1.1,oligodendrocyte,13.649134,7.436177
D9.MAA001895.3_38_F.1.1,endothelial cell,4.0355477,-1.5297834
E1.B003274.3_38_F.1.1,oligodendrocyte,0.5136647,10.3435335
E1.B003290.3_38_F.1.1,endothelial cell,1.8841941,-1.7691073
E1.MAA000560.3_10_M.1.1,astrocyte,1.1398767,13.263154
E1.MAA000926.3_9_M.1.1,oligodendrocyte precursor cell,12.51802,17.967678
E1.MAA000932.3_11_M.1.1,endothelial cell,1.2726303,-1.634475
E1.MAA000935.3_8_M.1.1,oligodendrocyte,11.86227,15.245844
E1.MAA000941.3_8_M.1.1,oligodendrocyte,14.639832,6.056141
E1.MAA000942.3_8_M.1.1,oligodendrocyte precursor cell,12.300749,17.663555
E1.MAA000944.3_9_M.1.1,oligodendrocyte,0.24898703,10.855821
E1.MAA001845.3_39_F.1.1,endothelial cell,3.1516273,-0.040344723
E1.MAA001894.3_39_F.1.1,astrocyte,0.6151418,11.764791
E1.MAA001895.3_38_F.1.1,endothelial cell,3.0279236,-0.36982048
E10.B003275.3_38_F.1.1,endothelial cell,4.377782,-0.7354839
E10.B003277.3_39_F.1.1,oligodendrocyte,0.39430672,10.3870945
E10.B003290.3_38_F.1.1,endothelial cell,4.1228685,-2.1017606
E10.MAA000563.3_10_M.1.1,oligodendrocyte precursor cell,12.016832,16.035368
E10.MAA000581.3_10_M.1.1,oligodendrocyte,14.565254,6.19103
E10.MAA000923.3_9_M.1.1,neuron,-3.2785294,11.937344
E10.MAA000925.3_9_M.1.1,oligodendrocyte,12.867353,8.895242
E10.MAA000926.3_9_M.1.1,astrocyte,2.0019498,14.737238
E10.MAA000935.3_8_M.1.1,oligodendrocyte,14.153061,2.4401553
E10.MAA000941.3_8_M.1.1,oligodendrocyte,13.942221,4.813371
E11.B000621.3_56_F.1.1,astrocyte,1.3035635,14.735235
E11.B003275.3_38_F.1.1,endothelial cell,3.846547,-2.4358995
E11.B003290.3_38_F.1.1,endothelial cell,2.6630511,-0.2164758
E11.MAA000560.3_10_M.1.1,oligodendrocyte,14.486274,6.2658663
E11.MAA000926.3_9_M.1.1,oligodendrocyte,14.582154,4.8756886
E11.MAA000932.3_11_M.1.1,endothelial cell,4.3132324,-2.0316935
E11.MAA000935.3_8_M.1.1,oligodendrocyte,12.403948,6.118748
E11.MAA001894.3_39_F.1.1,astrocyte,0.62934476,14.406973
E12.MAA000581.3_10_M.1.1,endothelial cell,3.3615246,-1.2327913
E12.MAA000902.3_11_M.1.1,oligodendrocyte,12.824654,8.797393
E12.MAA000924.3_8_M.1.1,neuron,-2.9254518,9.100358
E12.MAA000926.3_9_M.1.1,oligodendrocyte,12.93938,3.6707397
E12.MAA000935.3_8_M.1.1,oligodendrocyte,14.6158,4.486345
E12.MAA000941.3_8_M.1.1,oligodendrocyte,14.336951,6.086127
E12.MAA000944.3_9_M.1.1,astrocyte,1.0751259,8.185688
E12.MAA000947.3_9_M.1.1,oligodendrocyte,14.293452,6.2974663
E12.MAA001894.3_39_F.1.1,oligodendrocyte precursor cell,12.435816,17.656538
E12.MAA001895.3_38_F.1.1,endothelial cell,4.168771,-1.1926343
E13.B003275.3_38_F.1.1,brain pericyte,-12.274502,4.4279556
E13.B003290.3_38_F.1.1,endothelial cell,3.1787202,-0.41140175
E13.MAA000560.3_10_M.1.1,oligodendrocyte,13.838993,5.4588923
E13.MAA000578.3_10_M.1.1,oligodendrocyte,13.994185,0.799228
E13.MAA000581.3_10_M.1.1,endothelial cell,2.9292932,-0.16295151
E13.MAA000615.3_10_M.1.1,neuron,1.488937,7.005999
E13.MAA000926.3_9_M.1.1,brain pericyte,-12.067226,4.0085588
E13.MAA000935.3_8_M.1.1,oligodendrocyte,14.268292,3.51658
E13.MAA000941.3_8_M.1.1,endothelial cell,2.4174354,-1.6844957
E13.MAA000942.3_8_M.1.1,neuron,-3.5002036,12.131917
E13.MAA000944.3_9_M.1.1,astrocyte,0.573771,12.844828
E14.B003275.3_38_F.1.1,endothelial cell,4.278689,-0.36841673
E14.B003290.3_38_F.1.1,endothelial cell,3.4388363,-0.5940613
E14.MAA000560.3_10_M.1.1,oligodendrocyte,13.838352,4.094533
E14.MAA000581.3_10_M.1.1,brain pericyte,-11.678895,4.269035
E14.MAA000641.3_9_M.1.1,brain pericyte,-12.050155,3.9994845
E14.MAA000926.3_9_M.1.1,astrocyte,2.0154207,14.979784
E14.MAA000932.3_11_M.1.1,oligodendrocyte,14.086851,5.415244
E14.MAA000935.3_8_M.1.1,oligodendrocyte,12.523848,5.243087
E14.MAA000944.3_9_M.1.1,astrocyte,0.67370564,14.100489
E15.MAA000581.3_10_M.1.1,neuron,-3.9456463,8.818011
E15.MAA000638.3_9_M.1.1,neuron,-2.7594573,9.310611
E15.MAA000923.3_9_M.1.1,astrocyte,1.8121623,14.381772
E15.MAA000941.3_8_M.1.1,astrocyte,0.43179566,13.614768
E16.B001688.3_38_F.1.1,oligodendrocyte,13.848748,5.742562
E16.B003275.3_38_F.1.1,endothelial cell,4.2904124,-0.7399492
E16.MAA000560.3_10_M.1.1,astrocyte,1.2807978,15.6850195
E16.MAA000581.3_10_M.1.1,brain pericyte,-12.192848,4.0572205
E16.MAA000923.3_9_M.1.1,oligodendrocyte,14.376076,6.4986873
E16.MAA000925.3_9_M.1.1,oligodendrocyte,14.043044,3.4770398
E16.MAA000932.3_11_M.1.1,oligodendrocyte,12.95896,4.718208
E16.MAA000941.3_8_M.1.1,astrocyte,1.5485218,14.529384
E16.MAA000944.3_9_M.1.1,oligodendrocyte,15.125002,4.6226573
E16.MAA000947.3_9_M.1.1,oligodendrocyte,14.579962,4.756131
E16.MAA001895.3_38_F.1.1,oligodendrocyte,-0.93648404,8.665723
E17.B003275.3_38_F.1.1,endothelial cell,3.9679132,-0.6648206
E17.B003290.3_38_F.1.1,brain pericyte,-12.8282175,3.9889038
E17.MAA000561.3_10_M.1.1,neuron,-2.9468296,12.015715
E17.MAA000581.3_10_M.1.1,neuron,-3.632489,9.091593
E17.MAA000923.3_9_M.1.1,astrocyte,1.5286485,13.731565
E17.MAA000947.3_9_M.1.1,oligodendrocyte,14.156156,2.3991506
E17.MAA001895.3_38_F.1.1,brain pericyte,-12.512045,4.1950493
E18.MAA000560.3_10_M.1.1,oligodendrocyte,15.146406,5.247236
E18.MAA000581.3_10_M.1.1,endothelial cell,2.4371912,-0.48566526
E18.MAA000638.3_9_M.1.1,endothelial cell,1.9797484,-1.2752663
E18.MAA000926.3_9_M.1.1,oligodendrocyte,14.12772,1.6034293
E18.MAA000932.3_11_M.1.1,endothelial cell,1.4034479,-1.8677189
E18.MAA000942.3_8_M.1.1,oligodendrocyte,12.2634735,4.9021115
E19.MAA000538.3_8_M.1.1,Bergmann glial cell,2.258003,11.673774
E19.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,12.508495,18.243952
E19.MAA000561.3_10_M.1.1,endothelial cell,2.504367,-1.3956641
E19.MAA000581.3_10_M.1.1,endothelial cell,2.2377188,-0.6868776
E19.MAA000638.3_9_M.1.1,neuron,-3.0096602,9.227982
E19.MAA000926.3_9_M.1.1,oligodendrocyte,-0.18811968,10.510326
E19.MAA000941.3_8_M.1.1,oligodendrocyte,14.131952,5.1452327
E19.MAA000944.3_9_M.1.1,oligodendrocyte,15.040932,5.891291
E2.B003277.3_39_F.1.1,oligodendrocyte,0.72881687,10.409646
E2.B003290.3_38_F.1.1,endothelial cell,-0.33694762,9.4679
E2.B003728.3_56_F.1.1,oligodendrocyte,13.376474,3.9856122
E2.MAA000560.3_10_M.1.1,endothelial cell,4.269949,-1.7512535
E2.MAA000902.3_11_M.1.1,astrocyte,0.9422359,15.340643
E2.MAA000926.3_9_M.1.1,oligodendrocyte,14.343106,6.873649
E2.MAA000932.3_11_M.1.1,endothelial cell,2.3036299,-1.9477851
E2.MAA000944.3_9_M.1.1,oligodendrocyte,14.38959,3.8729537
E2.MAA001894.3_39_F.1.1,oligodendrocyte,11.711573,5.380539
E20.B001688.3_38_F.1.1,oligodendrocyte,13.280968,4.5902205
E20.B003275.3_38_F.1.1,endothelial cell,1.5386809,-1.7856262
E20.MAA000560.3_10_M.1.1,oligodendrocyte,13.085785,5.7854605
E20.MAA000561.3_10_M.1.1,brain pericyte,-12.701278,3.5301392
E20.MAA000563.3_10_M.1.1,oligodendrocyte,11.86436,4.826156
E20.MAA000581.3_10_M.1.1,endothelial cell,1.5210085,-2.0632346
E20.MAA000923.3_9_M.1.1,astrocyte,1.6110644,14.42759
E20.MAA000930.3_8_M.1.1,oligodendrocyte,14.651811,6.376936
E20.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,11.940738,17.63971
E20.MAA000944.3_9_M.1.1,endothelial cell,2.9905841,-0.8931665
E20.MAA001895.3_38_F.1.1,oligodendrocyte,-0.8899603,8.801541
E21.MAA000560.3_10_M.1.1,oligodendrocyte,14.542134,5.0684953
E21.MAA000581.3_10_M.1.1,endothelial cell,1.9989305,-2.3346634
E21.MAA000641.3_9_M.1.1,oligodendrocyte,13.9729595,0.8486057
E21.MAA000923.3_9_M.1.1,oligodendrocyte,14.417849,6.3306527
E21.MAA000926.3_9_M.1.1,endothelial cell,4.022991,-2.2021885
E21.MAA000941.3_8_M.1.1,astrocyte,1.6058912,14.237896
E21.MAA000944.3_9_M.1.1,oligodendrocyte,0.53660876,11.542537
E22.B000621.3_56_F.1.1,endothelial cell,3.3841746,-1.054627
E22.B003275.3_38_F.1.1,oligodendrocyte,-0.9634517,8.707406
E22.MAA000560.3_10_M.1.1,oligodendrocyte,11.721577,5.041911
E22.MAA000564.3_10_M.1.1,oligodendrocyte,13.958621,4.7153306
E22.MAA000581.3_10_M.1.1,oligodendrocyte,-0.7457091,9.317363
E22.MAA000923.3_9_M.1.1,oligodendrocyte,13.169187,6.3054376
E22.MAA000932.3_11_M.1.1,oligodendrocyte,13.646508,1.919438
E22.MAA000935.3_8_M.1.1,oligodendrocyte,13.040378,7.601126
E22.MAA000941.3_8_M.1.1,brain pericyte,-12.132137,4.1680927
E22.MAA000944.3_9_M.1.1,oligodendrocyte,14.147486,1.2318252
E22.MAA001895.3_38_F.1.1,brain pericyte,-12.440969,4.3286877
E3.MAA000538.3_8_M.1.1,neuron,-4.2263365,8.555516
E3.MAA000560.3_10_M.1.1,astrocyte,1.137359,15.034591
E3.MAA000564.3_10_M.1.1,oligodendrocyte,13.608443,4.235849
E3.MAA000923.3_9_M.1.1,oligodendrocyte precursor cell,12.415748,18.240004
E3.MAA000926.3_9_M.1.1,oligodendrocyte,0.47730833,10.659058
E3.MAA000930.3_8_M.1.1,oligodendrocyte,14.255506,2.369637
E3.MAA000932.3_11_M.1.1,endothelial cell,2.6273284,-2.2307909
E3.MAA000935.3_8_M.1.1,astrocyte,1.5518306,14.235664
E3.MAA000941.3_8_M.1.1,oligodendrocyte precursor cell,12.07635,18.214579
E3.MAA000944.3_9_M.1.1,oligodendrocyte,14.158122,1.3717204
E3.MAA001845.3_39_F.1.1,endothelial cell,2.8820074,-0.41136307
E3.MAA001894.3_39_F.1.1,oligodendrocyte,13.994447,0.6476169
E4.MAA000560.3_10_M.1.1,oligodendrocyte,13.108252,5.10987
E4.MAA000563.3_10_M.1.1,oligodendrocyte,15.094379,6.347124
E4.MAA000615.3_10_M.1.1,oligodendrocyte,13.866442,4.8407054
E4.MAA000926.3_9_M.1.1,oligodendrocyte,14.700029,6.5873446
E4.MAA000930.3_8_M.1.1,endothelial cell,3.1739175,-0.62320054
E4.MAA000932.3_11_M.1.1,endothelial cell,1.2821099,-2.0392022
E4.MAA000935.3_8_M.1.1,oligodendrocyte,13.008584,3.7957382
E4.MAA000941.3_8_M.1.1,endothelial cell,-0.30651233,-1.7723993
E4.MAA000944.3_9_M.1.1,astrocyte,1.4220297,15.2159815
E4.MAA001845.3_39_F.1.1,endothelial cell,1.4724106,-1.9301075
E4.MAA001894.3_39_F.1.1,astrocyte,0.78290385,13.337576
E4.MAA001895.3_38_F.1.1,endothelial cell,3.312797,-0.21412271
E5.B003277.3_39_F.1.1,oligodendrocyte precursor cell,11.797093,18.05091
E5.B003290.3_38_F.1.1,astrocyte,1.4067894,13.568726
E5.MAA000638.3_9_M.1.1,oligodendrocyte,12.169645,7.133618
E5.MAA000641.3_9_M.1.1,oligodendrocyte,14.117659,3.432024
E5.MAA000902.3_11_M.1.1,oligodendrocyte,14.3198805,4.4248333
E5.MAA000924.3_8_M.1.1,neuron,-3.0510252,9.212807
E5.MAA000926.3_9_M.1.1,oligodendrocyte,13.376392,3.7482154
E5.MAA000928.3_9_M.1.1,oligodendrocyte,-0.56180006,10.980441
E5.MAA000930.3_8_M.1.1,oligodendrocyte,13.928988,0.6799417
E5.MAA000935.3_8_M.1.1,oligodendrocyte,14.049207,0.81520665
E5.MAA000944.3_9_M.1.1,oligodendrocyte,14.028317,6.5078497
