cell,true_label,cluster
E1.MAA001845.3_39_F.1.1,endothelial cell,17
E1.MAA001894.3_39_F.1.1,astrocyte,5
E1.MAA001895.3_38_F.1.1,endothelial cell,8
E10.B003275.3_38_F.1.1,endothelial cell,8
E10.B003277.3_39_F.1.1,oligodendrocyte,13
E10.B003290.3_38_F.1.1,endothelial cell,2
E10.MAA000563.3_10_M.1.1,oligodendrocyte precursor cell,9
E10.MAA000581.3_10_M.1.1,oligodendrocyte,1
E10.MAA000923.3_9_M.1.1,neuron,10
E10.MAA000925.3_9_M.1.1,oligodendrocyte,1
E10.MAA000926.3_9_M.1.1,astrocyte,0
E10.MAA000935.3_8_M.1.1,oligodendrocyte,15
E10.MAA000941.3_8_M.1.1,oligodendrocyte,1
E11.B000621.3_56_F.1.1,astrocyte,0
E11.B003275.3_38_F.1.1,endothelial cell,2
E11.B003290.3_38_F.1.1,endothelial cell,17
E11.MAA000560.3_10_M.1.1,oligodendrocyte,1
E11.MAA000926.3_9_M.1.1,oligodendrocyte,1
E11.MAA000932.3_11_M.1.1,endothelial cell,2
E11.MAA000935.3_8_M.1.1,oligodendrocyte,1
E11.MAA001894.3_39_F.1.1,astrocyte,0
E12.MAA000581.3_10_M.1.1,endothelial cell,2
E12.MAA000902.3_11_M.1.1,oligodendrocyte,1
E12.MAA000924.3_8_M.1.1,neuron,10
E12.MAA000926.3_9_M.1.1,oligodendrocyte,15
E12.MAA000935.3_8_M.1.1,oligodendrocyte,1
E12.MAA000941.3_8_M.1.1,oligodendrocyte,1
E12.MAA000944.3_9_M.1.1,astrocyte,5
E12.MAA000947.3_9_M.1.1,oligodendrocyte,1
E12.MAA001894.3_39_F.1.1,oligodendrocyte precursor cell,7
E12.MAA001895.3_38_F.1.1,endothelial cell,8
E13.B003275.3_38_F.1.1,brain pericyte,4
E13.B003290.3_38_F.1.1,endothelial cell,8
E13.MAA000560.3_10_M.1.1,oligodendrocyte,1
E13.MAA000578.3_10_M.1.1,oligodendrocyte,15
E13.MAA000581.3_10_M.1.1,endothelial cell,8
E13.MAA000615.3_10_M.1.1,neuron,18
E13.MAA000926.3_9_M.1.1,brain pericyte,4
E13.MAA000935.3_8_M.1.1,oligodendrocyte,15
E13.MAA000941.3_8_M.1.1,endothelial cell,11
E13.MAA000942.3_8_M.1.1,neuron,10
E13.MAA000944.3_9_M.1.1,astrocyte,19
E14.B003275.3_38_F.1.1,endothelial cell,17
E14.B003290.3_38_F.1.1,endothelial cell,8
E14.MAA000560.3_10_M.1.1,oligodendrocyte,1
E14.MAA000581.3_10_M.1.1,brain pericyte,4
E14.MAA000641.3_9_M.1.1,brain pericyte,4
E14.MAA000926.3_9_M.1.1,astrocyte,0
E14.MAA000932.3_11_M.1.1,oligodendrocyte,1
E14.MAA000935.3_8_M.1.1,oligodendrocyte,1
E14.MAA000944.3_9_M.1.1,astrocyte,19
E15.MAA000581.3_10_M.1.1,neuron,10
E15.MAA000638.3_9_M.1.1,neuron,10
E15.MAA000923.3_9_M.1.1,astrocyte,0
E15.MAA000941.3_8_M.1.1,astrocyte,19
E16.B001688.3_38_F.1.1,oligodendrocyte,1
E16.B003275.3_38_F.1.1,endothelial cell,8
E16.MAA000560.3_10_M.1.1,astrocyte,0
E16.MAA000581.3_10_M.1.1,brain pericyte,4
E16.MAA000923.3_9_M.1.1,oligodendrocyte,1
E16.MAA000925.3_9_M.1.1,oligodendrocyte,1
E16.MAA000932.3_11_M.1.1,oligodendrocyte,1
E16.MAA000941.3_8_M.1.1,astrocyte,0
E16.MAA000944.3_9_M.1.1,oligodendrocyte,1
E16.MAA000947.3_9_M.1.1,oligodendrocyte,1
E16.MAA001895.3_38_F.1.1,oligodendrocyte,14
E17.B003275.3_38_F.1.1,endothelial cell,8
E17.B003290.3_38_F.1.1,brain pericyte,16
E17.MAA000561.3_10_M.1.1,neuron,10
E17.MAA000581.3_10_M.1.1,neuron,10
E17.MAA000923.3_9_M.1.1,astrocyte,19
E17.MAA000947.3_9_M.1.1,oligodendrocyte,15
E17.MAA001895.3_38_F.1.1,brain pericyte,4
E18.MAA000560.3_10_M.1.1,oligodendrocyte,1
E18.MAA000581.3_10_M.1.1,endothelial cell,17
E18.MAA000638.3_9_M.1.1,endothelial cell,17
E18.MAA000926.3_9_M.1.1,oligodendrocyte,15
E18.MAA000932.3_11_M.1.1,endothelial cell,11
E18.MAA000942.3_8_M.1.1,oligodendrocyte,1
E19.MAA000538.3_8_M.1.1,Bergmann glial cell,6
E19.MAA000560.3_10_M.1.1,oligodendrocyte precursor cell,7
E19.MAA000561.3_10_M.1.1,endothelial cell,11
E19.MAA000581.3_10_M.1.1,endothelial cell,17
E19.MAA000638.3_9_M.1.1,neuron,10
E19.MAA000926.3_9_M.1.1,oligodendrocyte,13
E19.MAA000941.3_8_M.1.1,oligodendrocyte,1
E19.MAA000944.3_9_M.1.1,oligodendrocyte,1
E2.B003277.3_39_F.1.1,oligodendrocyte,13
E2.B003290.3_38_F.1.1,endothelial cell,17
E2.B003728.3_56_F.1.1,oligodendrocyte,15
E2.MAA000560.3_10_M.1.1,endothelial cell,2
E2.MAA000902.3_11_M.1.1,astrocyte,0
E2.MAA000926.3_9_M.1.1,oligodendrocyte,1
E2.MAA000932.3_11_M.1.1,endothelial cell,11
E2.MAA000944.3_9_M.1.1,oligodendrocyte,1
E2.MAA001894.3_39_F.1.1,oligodendrocyte,1
E20.B001688.3_38_F.1.1,oligodendrocyte,1
E20.B003275.3_38_F.1.1,endothelial cell,11
E20.MAA000560.3_10_M.1.1,oligodendrocyte,1
E20.MAA000561.3_10_M.1.1,brain pericyte,16
E20.MAA000563.3_10_M.1.1,oligodendrocyte,1
E20.MAA000581.3_10_M.1.1,endothelial cell,11
E20.MAA000923.3_9_M.1.1,astrocyte,0
E20.MAA000930.3_8_M.1.1,oligodendrocyte,1
E20.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,7
E20.MAA000944.3_9_M.1.1,endothelial cell,8
E20.MAA001895.3_38_F.1.1,oligodendrocyte,14
E21.MAA000560.3_10_M.1.1,oligodendrocyte,1
E21.MAA000581.3_10_M.1.1,endothelial cell,11
E21.MAA000641.3_9_M.1.1,oligodendrocyte,15
E21.MAA000923.3_9_M.1.1,oligodendrocyte,1
E21.MAA000926.3_9_M.1.1,endothelial cell,2
E21.MAA000941.3_8_M.1.1,astrocyte,0
E21.MAA000944.3_9_M.1.1,oligodendrocyte,5
E22.B000621.3_56_F.1.1,endothelial cell,8
E22.B003275.3_38_F.1.1,oligodendrocyte,14
E22.MAA000560.3_10_M.1.1,oligodendrocyte,1
E22.MAA000564.3_10_M.1.1,oligodendrocyte,1
E22.MAA000581.3_10_M.1.1,oligodendrocyte,14
E22.MAA000923.3_9_M.1.1,oligodendrocyte,1
E22.MAA000932.3_11_M.1.1,oligodendrocyte,15
E22.MAA000935.3_8_M.1.1,oligodendrocyte,13
E22.MAA000941.3_8_M.1.1,brain pericyte,4
E22.MAA000944.3_9_M.1.1,oligodendrocyte,15
E22.MAA001895.3_38_F.1.1,brain pericyte,4
E3.MAA000538.3_8_M.1.1,neuron,10
E3.MAA000560.3_10_M.1.1,astrocyte,0
E3.MAA000564.3_10_M.1.1,oligodendrocyte,1
E3.MAA000923.3_9_M.1.1,oligodendrocyte precursor cell,7
E3.MAA000926.3_9_M.1.1,oligodendrocyte,13
E3.MAA000930.3_8_M.1.1,oligodendrocyte,15
E3.MAA000932.3_11_M.1.1,endothelial cell,2
E3.MAA000935.3_8_M.1.1,astrocyte,0
E3.MAA000941.3_8_M.1.1,oligodendrocyte precursor cell,7
E3.MAA000944.3_9_M.1.1,oligodendrocyte,15
E3.MAA001845.3_39_F.1.1,endothelial cell,8
E3.MAA001894.3_39_F.1.1,oligodendrocyte,15
E4.MAA000560.3_10_M.1.1,oligodendrocyte,1
E4.MAA000563.3_10_M.1.1,oligodendrocyte,1
E4.MAA000615.3_10_M.1.1,oligodendrocyte,1
E4.MAA000926.3_9_M.1.1,oligodendrocyte,1
E4.MAA000930.3_8_M.1.1,endothelial cell,8
E4.MAA000932.3_11_M.1.1,endothelial cell,11
E4.MAA000935.3_8_M.1.1,oligodendrocyte,15
E4.MAA000941.3_8_M.1.1,endothelial cell,2
E4.MAA000944.3_9_M.1.1,astrocyte,0
E4.MAA001845.3_39_F.1.1,endothelial cell,11
E4.MAA001894.3_39_F.1.1,astrocyte,19
E4.MAA001895.3_38_F.1.1,endothelial cell,8
E5.B003277.3_39_F.1.1,oligodendrocyte precursor cell,7
E5.B003290.3_38_F.1.1,astrocyte,19
E5.MAA000638.3_9_M.1.1,oligodendrocyte,1
E5.MAA000641.3_9_M.1.1,oligodendrocyte,15
E5.MAA000902.3_11_M.1.1,oligodendrocyte,1
E5.MAA000924.3_8_M.1.1,neuron,10
E5.MAA000926.3_9_M.1.1,oligodendrocyte,1
E5.MAA000928.3_9_M.1.1,oligodendrocyte,5
E5.MAA000930.3_8_M.1.1,oligodendrocyte,15
E5.MAA000935.3_8_M.1.1,oligodendrocyte,15
E5.MAA000944.3_9_M.1.1,oligodendrocyte,1
E5.MAA001845.3_39_F.1.1,endothelial cell,11
E6.B003290.3_38_F.1.1,endothelial cell,8
E6.MAA000550.3_10_M.1.1,oligodendrocyte,13
E6.MAA000560.3_10_M.1.1,oligodendrocyte,1
E6.MAA000563.3_10_M.1.1,astrocyte,6
E6.MAA000615.3_10_M.1.1,oligodendrocyte,1
E6.MAA000902.3_11_M.1.1,neuron,18
E6.MAA000926.3_9_M.1.1,astrocyte,0
E6.MAA000930.3_8_M.1.1,oligodendrocyte precursor cell,7
E6.MAA000932.3_11_M.1.1,endothelial cell,2
E6.MAA000935.3_8_M.1.1,oligodendrocyte,1
E6.MAA000944.3_9_M.1.1,oligodendrocyte,13
E6.MAA001895.3_38_F.1.1,endothelial cell,8
E7.B003290.3_38_F.1.1,endothelial cell,8
E7.MAA000560.3_10_M.1.1,oligodendrocyte,1
E7.MAA000615.3_10_M.1.1,oligodendrocyte,1
E7.MAA000923.3_9_M.1.1,oligodendrocyte,1
E7.MAA000926.3_9_M.1.1,oligodendrocyte,1
E7.MAA000944.3_9_M.1.1,astrocyte,0
E8.B001688.3_38_F.1.1,oligodendrocyte,7
E8.B003275.3_38_F.1.1,endothelial cell,11
E8.B003290.3_38_F.1.1,endothelial cell,8
E8.MAA000560.3_10_M.1.1,astrocyte,0
E8.MAA000926.3_9_M.1.1,oligodendrocyte,1
E8.MAA000930.3_8_M.1.1,astrocyte,19
E8.MAA000944.3_9_M.1.1,oligodendrocyte,12
E9.B003290.3_38_F.1.1,endothelial cell,11
E9.MAA000560.3_10_M.1.1,oligodendrocyte,1
E9.MAA000581.3_10_M.1.1,oligodendrocyte,1
E9.MAA000615.3_10_M.1.1,oligodendrocyte,1
E9.MAA000638.3_9_M.1.1,neuron,10
E9.MAA000923.3_9_M.1.1,oligodendrocyte,1
E9.MAA000926.3_9_M.1.1,astrocyte,19
E9.MAA000935.3_8_M.1.1,oligodendrocyte,1
E9.MAA000942.3_8_M.1.1,oligodendrocyte precursor cell,7
E9.MAA000944.3_9_M.1.1,oligodendrocyte,1
F1.B003290.3_38_F.1.1,endothelial cell,17
F1.MAA000564.3_10_M.1.1,oligodendrocyte,1
F1.MAA000581.3_10_M.1.1,Bergmann glial cell,6
F1.MAA000926.3_9_M.1.1,neuron,3
F1.MAA000932.3_11_M.1.1,endothelial cell,2
F1.MAA000935.3_8_M.1.1,oligodendrocyte,15
F1.MAA000942.3_8_M.1.1,neuron,18
F1.MAA000944.3_9_M.1.1,astrocyte,19
F1.MAA000947.3_9_M.1.1,oligodendrocyte,15
F10.B003290.3_38_F.1.1,oligodendrocyte precursor cell,7
F10.MAA000553.3_10_M.1.1,endothelial cell,2
F10.MAA000560.3_10_M.1.1,oligodendrocyte,15
F10.MAA000561.3_10_M.1.1,astrocyte,19
F10.MAA000581.3_10_M.1.1,Bergmann glial cell,6
F10.MAA000923.3_9_M.1.1,oligodendrocyte,1
F10.MAA000926.3_9_M.1.1,astrocyte,0
F10.MAA000932.3_11_M.1.1,endothelial cell,8
F11.B003275.3_38_F.1.1,endothelial cell,8
F11.B003290.3_38_F.1.1,oligodendrocyte precursor cell,7
F11.MAA000538.3_8_M.1.1,oligodendrocyte,15
F11.MAA000553.3_10_M.1.1,endothelial cell,8
F11.MAA000560.3_10_M.1.1,astrocyte,0
F11.MAA000561.3_10_M.1.1,oligodendrocyte,1
F11.MAA000564.3_10_M.1.1,endothelial cell,2
F11.MAA000615.3_10_M.1.1,oligodendrocyte,1
F11.MAA000638.3_9_M.1.1,oligodendrocyte,16
F11.MAA000932.3_11_M.1.1,endothelial cell,2
F11.MAA000941.3_8_M.1.1,oligodendrocyte,1
F11.MAA000942.3_8_M.1.1,oligodendrocyte precursor cell,7
F12.B003275.3_38_F.1.1,endothelial cell,17
F12.B003290.3_38_F.1.1,endothelial cell,8
F12.MAA000550.3_10_M.1.1,oligodendrocyte,1
F12.MAA000560.3_10_M.1.1,oligodendrocyte,1
F12.MAA000561.3_10_M.1.1,endothelial cell,8
F12.MAA000563.3_10_M.1.1,oligodendrocyte precursor cell,9
F12.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,7
F12.MAA000581.3_10_M.1.1,brain pericyte,16
F12.MAA000926.3_9_M.1.1,brain pericyte,16
F12.MAA000930.3_8_M.1.1,oligodendrocyte,1
F12.MAA000947.3_9_M.1.1,oligodendrocyte,1
F12.MAA001894.3_39_F.1.1,oligodendrocyte,1
F13.B003275.3_38_F.1.1,endothelial cell,17
F13.MAA000560.3_10_M.1.1,oligodendrocyte,1
F13.MAA000561.3_10_M.1.1,neuron,10
F13.MAA000581.3_10_M.1.1,neuron,10
F13.MAA000615.3_10_M.1.1,neuron,18
F13.MAA000923.3_9_M.1.1,oligodendrocyte,1
F13.MAA000925.3_9_M.1.1,oligodendrocyte,15
F13.MAA000926.3_9_M.1.1,oligodendrocyte,15
F13.MAA000942.3_8_M.1.1,endothelial cell,8
F13.MAA000944.3_9_M.1.1,oligodendrocyte,1
F14.MAA000424.3_11_M.1.1,endothelial cell,11
F14.MAA000560.3_10_M.1.1,oligodendrocyte,1
F14.MAA000564.3_10_M.1.1,oligodendrocyte,1
F14.MAA000581.3_10_M.1.1,endothelial cell,8
F14.MAA000926.3_9_M.1.1,astrocyte,0
F14.MAA000935.3_8_M.1.1,oligodendrocyte,1
F14.MAA001895.3_38_F.1.1,endothelial cell,2
F15.B003275.3_38_F.1.1,endothelial cell,8
F15.B003290.3_38_F.1.1,endothelial cell,2
F15.MAA000553.3_10_M.1.1,oligodendrocyte precursor cell,9
F15.MAA000581.3_10_M.1.1,brain pericyte,4
F15.MAA000638.3_9_M.1.1,neuron,10
F15.MAA000902.3_11_M.1.1,endothelial cell,8
F15.MAA000923.3_9_M.1.1,oligodendrocyte,15
F15.MAA000930.3_8_M.1.1,endothelial cell,8
F15.MAA000944.3_9_M.1.1,oligodendrocyte,1
F15.MAA001895.3_38_F.1.1,endothelial cell,2
F16.B003277.3_39_F.1.1,oligodendrocyte,13
F16.MAA000560.3_10_M.1.1,oligodendrocyte,15
F16.MAA000581.3_10_M.1.1,endothelial cell,8
F16.MAA000638.3_9_M.1.1,oligodendrocyte,1
F16.MAA000926.3_9_M.1.1,oligodendrocyte,15
F16.MAA000935.3_8_M.1.1,oligodendrocyte,15
F16.MAA000947.3_9_M.1.1,oligodendrocyte,1
F17.B003290.3_38_F.1.1,endothelial cell,17
F17.MAA000581.3_10_M.1.1,brain pericyte,4
F17.MAA000926.3_9_M.1.1,oligodendrocyte,1
F17.MAA000940.3_8_M.1.1,neuron,3
F17.MAA000941.3_8_M.1.1,oligodendrocyte,1
F17.MAA000942.3_8_M.1.1,neuron,3
F17.MAA000944.3_9_M.1.1,astrocyte,19
F18.B003275.3_38_F.1.1,oligodendrocyte,14
F18.B003277.3_39_F.1.1,oligodendrocyte,13
F18.MAA000424.3_11_M.1.1,endothelial cell,2
F18.MAA000560.3_10_M.1.1,oligodendrocyte,15
F18.MAA000561.3_10_M.1.1,brain pericyte,15
F18.MAA000581.3_10_M.1.1,endothelial cell,17
F18.MAA000923.3_9_M.1.1,oligodendrocyte,1
F18.MAA000940.3_8_M.1.1,oligodendrocyte,1
F18.MAA000947.3_9_M.1.1,oligodendrocyte,1
F18.MAA001895.3_38_F.1.1,endothelial cell,11
F19.B003275.3_38_F.1.1,endothelial cell,11
F19.B003277.3_39_F.1.1,oligodendrocyte,13
F19.MAA000424.3_11_M.1.1,neuron,10
F19.MAA000560.3_10_M.1.1,oligodendrocyte,1
F19.MAA000561.3_10_M.1.1,brain pericyte,4
F19.MAA000581.3_10_M.1.1,brain pericyte,4
F19.MAA000638.3_9_M.1.1,oligodendrocyte,1
F19.MAA000902.3_11_M.1.1,oligodendrocyte,1
F19.MAA000926.3_9_M.1.1,oligodendrocyte precursor cell,7
F19.MAA000932.3_11_M.1.1,oligodendrocyte precursor cell,7
F19.MAA000940.3_8_M.1.1,neuron,3
F19.MAA000941.3_8_M.1.1,astrocyte,0
F2.B003728.3_56_F.1.1,oligodendrocyte,5
F2.MAA000560.3_10_M.1.1,astrocyte,19
F2.MAA000564.3_10_M.1.1,oligodendrocyte,1
F2.MAA000615.3_10_M.1.1,oligodendrocyte,15
F2.MAA000923.3_9_M.1.1,oligodendrocyte,15
F2.MAA000924.3_8_M.1.1,oligodendrocyte,12
F2.MAA000926.3_9_M.1.1,oligodendrocyte,1
F2.MAA000932.3_11_M.1.1,endothelial cell,2
F2.MAA000940.3_8_M.1.1,neuron,3
F2.MAA000941.3_8_M.1.1,oligodendrocyte,1
F2.MAA000944.3_9_M.1.1,oligodendrocyte precursor cell,0
F2.MAA000947.3_9_M.1.1,endothelial cell,2
F20.B003275.3_38_F.1.1,endothelial cell,11
F20.MAA000560.3_10_M.1.1,oligodendrocyte,15
F20.MAA000581.3_10_M.1.1,endothelial cell,2
F20.MAA000902.3_11_M.1.1,oligodendrocyte,15
F20.MAA000926.3_9_M.1.1,endothelial cell,8
F20.MAA000944.3_9_M.1.1,astrocyte,19
F20.MAA000947.3_9_M.1.1,oligodendrocyte,1
F20.MAA001895.3_38_F.1.1,endothelial cell,8
F21.B003290.3_38_F.1.1,neuron,3
F21.B003728.3_56_F.1.1,astrocyte,19
F21.MAA000560.3_10_M.1.1,oligodendrocyte,1
F21.MAA000561.3_10_M.1.1,endothelial cell,2
F21.MAA000638.3_9_M.1.1,neuron,10
F21.MAA000924.3_8_M.1.1,neuron,10
F21.MAA000925.3_9_M.1.1,oligodendrocyte,15
F21.MAA000926.3_9_M.1.1,oligodendrocyte,1
F21.MAA000935.3_8_M.1.1,astrocyte,0
F21.MAA000944.3_9_M.1.1,oligodendrocyte,15
F22.B003274.3_38_F.1.1,oligodendrocyte,1
F22.B003275.3_38_F.1.1,neuron,10
F22.MAA000424.3_11_M.1.1,endothelial cell,8
F22.MAA000553.3_10_M.1.1,oligodendrocyte,1
F22.MAA000560.3_10_M.1.1,oligodendrocyte,15
F22.MAA000563.3_10_M.1.1,oligodendrocyte,1
F22.MAA000578.3_10_M.1.1,Bergmann glial cell,6
F22.MAA000581.3_10_M.1.1,endothelial cell,2
F22.MAA000641.3_9_M.1.1,oligodendrocyte,1
F22.MAA000935.3_8_M.1.1,oligodendrocyte,15
F22.MAA000944.3_9_M.1.1,astrocyte,19
F22.MAA001895.3_38_F.1.1,oligodendrocyte,14
F3.B003274.3_38_F.1.1,astrocyte,0
F3.B003277.3_39_F.1.1,astrocyte,0
F3.B003290.3_38_F.1.1,endothelial cell,8
F3.B003728.3_56_F.1.1,oligodendrocyte,1
F3.MAA000424.3_11_M.1.1,endothelial cell,2
F3.MAA000550.3_10_M.1.1,oligodendrocyte precursor cell,7
F3.MAA000560.3_10_M.1.1,astrocyte,19
F3.MAA000564.3_10_M.1.1,astrocyte,0
F3.MAA000925.3_9_M.1.1,oligodendrocyte,1
F3.MAA000926.3_9_M.1.1,astrocyte,0
F3.MAA000932.3_11_M.1.1,endothelial cell,2
F3.MAA000942.3_8_M.1.1,oligodendrocyte,1
F3.MAA000944.3_9_M.1.1,astrocyte,19
F4.B003290.3_38_F.1.1,endothelial cell,8
F4.MAA000560.3_10_M.1.1,oligodendrocyte,1
F4.MAA000563.3_10_M.1.1,brain pericyte,16
F4.MAA000564.3_10_M.1.1,oligodendrocyte precursor cell,1
F4.MAA000638.3_9_M.1.1,neuron,10
F4.MAA000930.3_8_M.1.1,oligodendrocyte,1
F4.MAA000932.3_11_M.1.1,brain pericyte,16
F4.MAA000935.3_8_M.1.1,oligodendrocyte,1
F4.MAA000941.3_8_M.1.1,oligodendrocyte,1
F4.MAA000942.3_8_M.1.1,oligodendrocyte,1
F4.MAA000947.3_9_M.1.1,oligodendrocyte,15
F4.MAA001895.3_38_F.1.1,endothelial cell,8
F5.B003274.3_38_F.1.1,oligodendrocyte,1
F5.B003275.3_38_F.1.1,endothelial cell,8
F5.B003290.3_38_F.1.1,endothelial cell,2
F5.MAA000564.3_10_M.1.1,oligodendrocyte,1
F5.MAA000641.3_9_M.1.1,oligodendrocyte,1
F5.MAA000924.3_8_M.1.1,oligodendrocyte,12
F5.MAA000932.3_11_M.1.1,endothelial cell,8
F5.MAA000935.3_8_M.1.1,oligodendrocyte,1
F5.MAA000947.3_9_M.1.1,oligodendrocyte,1
F5.MAA001894.3_39_F.1.1,endothelial cell,17
F6.B003290.3_38_F.1.1,endothelial cell,2
F6.B003728.3_56_F.1.1,astrocyte,19
F6.MAA000560.3_10_M.1.1,oligodendrocyte,15
F6.MAA000563.3_10_M.1.1,oligodendrocyte,1
F6.MAA000926.3_9_M.1.1,oligodendrocyte,1
F6.MAA000930.3_8_M.1.1,oligodendrocyte,1
F6.MAA000932.3_11_M.1.1,endothelial cell,2
F6.MAA000944.3_9_M.1.1,oligodendrocyte,1
F6.MAA000947.3_9_M.1.1,astrocyte,0
F6.MAA001854.3_38_F.1.1,neuron,12
F6.MAA001894.3_39_F.1.1,oligodendrocyte,1
F7.B003290.3_38_F.1.1,endothelial cell,2
F7.MAA000560.3_10_M.1.1,oligodendrocyte,1
F7.MAA000638.3_9_M.1.1,endothelial cell,17
F7.MAA000902.3_11_M.1.1,oligodendrocyte,15
F7.MAA000926.3_9_M.1.1,oligodendrocyte,15
F7.MAA000930.3_8_M.1.1,oligodendrocyte,1
F7.MAA000932.3_11_M.1.1,endothelial cell,2
F7.MAA000935.3_8_M.1.1,oligodendrocyte,15
F7.MAA000942.3_8_M.1.1,oligodendrocyte,1
F7.MAA000947.3_9_M.1.1,astrocyte,0
F7.MAA001853.3_38_F.1.1,endothelial cell,11
F7.MAA001894.3_39_F.1.1,oligodendrocyte,1
F7.MAA001895.3_38_F.1.1,endothelial cell,2
F8.B000621.3_56_F.1.1,brain pericyte,16
F8.B003290.3_38_F.1.1,neuron,18
F8.B003728.3_56_F.1.1,oligodendrocyte,15
F8.MAA000560.3_10_M.1.1,oligodendrocyte,15
F8.MAA000926.3_9_M.1.1,astrocyte,0
F8.MAA000932.3_11_M.1.1,endothelial cell,2
F8.MAA000942.3_8_M.1.1,oligodendrocyte,15
F8.MAA000947.3_9_M.1.1,oligodendrocyte,1
F9.B001688.3_38_F.1.1,oligodendrocyte,1
F9.B003277.3_39_F.1.1,oligodendrocyte,1
F9.B003290.3_38_F.1.1,brain pericyte,4
F9.B003728.3_56_F.1.1,oligodendrocyte,1
F9.MAA000560.3_10_M.1.1,oligodendrocyte,1
F9.MAA000615.3_10_M.1.1,oligodendrocyte,1
F9.MAA000926.3_9_M.1.1,oligodendrocyte,1
F9.MAA000932.3_11_M.1.1,endothelial cell,11
F9.MAA000935.3_8_M.1.1,oligodendrocyte,9
F9.MAA000941.3_8_M.1.1,oligodendrocyte,1
F9.MAA000942.3_8_M.1.1,neuron,3
F9.MAA000944.3_9_M.1.1,oligodendrocyte precursor cell,7
F9.MAA000947.3_9_M.1.1,oligodendrocyte,1
G1.B003290.3_38_F.1.1,endothelial cell,17
G1.B003728.3_56_F.1.1,oligodendrocyte,1
G1.MAA000560.3_10_M.1.1,oligodendrocyte,1
G1.MAA000926.3_9_M.1.1,oligodendrocyte,1
G1.MAA000932.3_11_M.1.1,neuron,18
G1.MAA000935.3_8_M.1.1,oligodendrocyte,1
G1.MAA000940.3_8_M.1.1,neuron,3
G1.MAA000941.3_8_M.1.1,astrocyte,0
G1.MAA000944.3_9_M.1.1,oligodendrocyte,1
G10.B003275.3_38_F.1.1,endothelial cell,8
G10.B003290.3_38_F.1.1,endothelial cell,17
G10.MAA000553.3_10_M.1.1,endothelial cell,8
G10.MAA000578.3_10_M.1.1,Bergmann glial cell,6
G10.MAA000615.3_10_M.1.1,oligodendrocyte,1
G10.MAA000638.3_9_M.1.1,neuron,10
G10.MAA000923.3_9_M.1.1,oligodendrocyte,15
G10.MAA000925.3_9_M.1.1,oligodendrocyte,1
G10.MAA000930.3_8_M.1.1,oligodendrocyte,15
G10.MAA000932.3_11_M.1.1,endothelial cell,8
G10.MAA000944.3_9_M.1.1,astrocyte,0
G10.MAA000947.3_9_M.1.1,oligodendrocyte,1
G11.MAA000553.3_10_M.1.1,endothelial cell,2
G11.MAA000578.3_10_M.1.1,oligodendrocyte,1
G11.MAA000926.3_9_M.1.1,oligodendrocyte,1
G11.MAA000942.3_8_M.1.1,oligodendrocyte,1
G11.MAA001894.3_39_F.1.1,astrocyte,0
G12.B003290.3_38_F.1.1,endothelial cell,17
G12.MAA000550.3_10_M.1.1,oligodendrocyte,1
G12.MAA000926.3_9_M.1.1,oligodendrocyte,1
G12.MAA000932.3_11_M.1.1,astrocyte,0
G12.MAA000941.3_8_M.1.1,oligodendrocyte,15
G13.B003275.3_38_F.1.1,endothelial cell,8
G13.MAA000560.3_10_M.1.1,oligodendrocyte,1
G13.MAA000578.3_10_M.1.1,astrocyte,6
G13.MAA000923.3_9_M.1.1,oligodendrocyte,15
G13.MAA000925.3_9_M.1.1,endothelial cell,2
G13.MAA000926.3_9_M.1.1,neuron,10
G13.MAA000935.3_8_M.1.1,endothelial cell,2
G13.MAA000944.3_9_M.1.1,astrocyte,0
G13.MAA001894.3_39_F.1.1,oligodendrocyte,15
G14.B003275.3_38_F.1.1,endothelial cell,2
G14.MAA000560.3_10_M.1.1,oligodendrocyte,1
G14.MAA000564.3_10_M.1.1,neuron,18
G14.MAA000581.3_10_M.1.1,endothelial cell,8
G14.MAA000615.3_10_M.1.1,brain pericyte,16
G14.MAA000940.3_8_M.1.1,neuron,3
G14.MAA000941.3_8_M.1.1,oligodendrocyte precursor cell,7
G14.MAA000942.3_8_M.1.1,oligodendrocyte,1
G14.MAA000944.3_9_M.1.1,oligodendrocyte,1
G14.MAA000947.3_9_M.1.1,endothelial cell,2
G15.B003275.3_38_F.1.1,endothelial cell,8
G15.B003290.3_38_F.1.1,endothelial cell,2
G15.MAA000424.3_11_M.1.1,neuron,10
G15.MAA000560.3_10_M.1.1,oligodendrocyte,1
G15.MAA000581.3_10_M.1.1,neuron,10
G15.MAA000923.3_9_M.1.1,oligodendrocyte,9
G15.MAA000926.3_9_M.1.1,oligodendrocyte,1
G15.MAA000944.3_9_M.1.1,oligodendrocyte,1
G16.MAA000581.3_10_M.1.1,endothelial cell,17
G16.MAA000941.3_8_M.1.1,oligodendrocyte,1
G16.MAA000944.3_9_M.1.1,endothelial cell,2
G16.MAA000947.3_9_M.1.1,oligodendrocyte,15
G17.B000404.3_56_F.1.1,oligodendrocyte,1
G17.B003275.3_38_F.1.1,oligodendrocyte,14
G17.MAA000581.3_10_M.1.1,endothelial cell,8
G17.MAA000925.3_9_M.1.1,oligodendrocyte,1
G17.MAA000935.3_8_M.1.1,oligodendrocyte,15
